year,info,title
2013,"{'actors': ['Michael C. Hall', 'Elizabeth Olsen', 'Daniel Radcliffe'], 'release_date': '2013-01-18T00:00:00Z', 'plot': 'A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.', 'genres': ['Biography', 'Drama', 'Romance', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA4MzAxMTE1N15BMl5BanBnXkFtZTgwMDY2OTIxMDE@._V1_SX400_.jpg', 'directors': ['John Krokidas'], 'rating': Decimal('7.1'), 'rank': Decimal('156'), 'running_time_secs': Decimal('6240')}",Kill Your Darlings
2013,"{'actors': ['Mark Wahlberg', 'Ben Foster', 'Eric Bana'], 'release_date': '2013-12-27T00:00:00Z', 'plot': 'Based on the failed June 28, 2005 mission ""Operation Red Wings"". Four members of SEAL Team 10 were tasked with the mission to capture or kill notorious Taliban leader Ahmad Shahd. Marcus Luttrell was the only member of his team to survive.', 'genres': ['Action', 'Drama', 'Thriller', 'War'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX400_.jpg', 'directors': ['Peter Berg'], 'rank': Decimal('246')}",Lone Survivor
2013,"{'actors': ['Danny Trejo', 'Alexa Vega', 'Mel Gibson'], 'release_date': '2013-09-19T00:00:00Z', 'plot': 'The U.S. government recruits Machete to battle his way through Mexico in order to take down an arms dealer who looks to launch a weapon into space.', 'genres': ['Action', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA2MzUxMTM3M15BMl5BanBnXkFtZTgwMzA2NzkxMDE@._V1_SX400_.jpg', 'directors': ['Robert Rodriguez'], 'rating': Decimal('6.3'), 'rank': Decimal('43'), 'running_time_secs': Decimal('6420')}",Machete Kills
2013,"{'actors': ['Henry Cavill', 'Amy Adams', 'Michael Shannon'], 'release_date': '2013-06-10T00:00:00Z', 'plot': 'A young itinerant worker is forced to confront his secret extraterrestrial heritage when Earth is invaded by members of his race.', 'genres': ['Action', 'Adventure', 'Fantasy', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI5OTYzNjI0Ml5BMl5BanBnXkFtZTcwMzM1NDA1OQ@@._V1_SX400_.jpg', 'directors': ['Zack Snyder'], 'rating': Decimal('7.6'), 'rank': Decimal('69'), 'running_time_secs': Decimal('8580')}",Man of Steel
2013,"{'actors': ['Dane DeHaan', 'James Hetfield', 'Lars Ulrich'], 'release_date': '2013-09-09T00:00:00Z', 'plot': ""Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure."", 'genres': ['Action', 'Music'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjQwNjk5MTk4Ml5BMl5BanBnXkFtZTcwNTgwNDA5OQ@@._V1_SX400_.jpg', 'directors': ['Nimrod Antal'], 'rating': Decimal('7.8'), 'rank': Decimal('49'), 'running_time_secs': Decimal('5640')}",Metallica Through the Never
2013,"{'actors': ['Billy Crystal', 'John Goodman', 'Steve Buscemi'], 'release_date': '2013-06-08T00:00:00Z', 'plot': ""A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends."", 'genres': ['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX400_.jpg', 'directors': ['Dan Scanlon'], 'rating': Decimal('7.6'), 'rank': Decimal('207'), 'running_time_secs': Decimal('6240')}",Monsters University
2013,"{'actors': ['Emma Stone', 'Stephen Merchant', 'Richard Gere'], 'release_date': '2013-01-01T00:00:00Z', 'plot': 'A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX400_.jpg', 'directors': ['Elizabeth Banks', 'Steven Brill', 'Steve Carr'], 'rating': Decimal('4.4'), 'rank': Decimal('174'), 'running_time_secs': Decimal('5640')}",Movie 43
2013,"{'actors': ['Bruce Dern', 'Will Forte', 'June Squibb'], 'release_date': '2013-05-23T00:00:00Z', 'plot': 'An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million dollar Mega Sweepstakes Marketing prize.', 'genres': ['Adventure', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU2Mjk2NDkyMl5BMl5BanBnXkFtZTgwNTk0NzcyMDE@._V1_SX400_.jpg', 'directors': ['Alexander Payne'], 'rating': Decimal('7.5'), 'rank': Decimal('201'), 'running_time_secs': Decimal('6900')}",Nebraska
2013,"{'actors': ['Eugenio Derbez', 'Karla Souza', 'Jessica Lindsey'], 'release_date': '2013-08-30T00:00:00Z', 'plot': 'A man who has made a new life for himself and the daughter left on his doorstep 6 years ago finds his family threatened when the birth mother resurfaces.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUyNjI3ODI0N15BMl5BanBnXkFtZTcwMTQ1NTY5OQ@@._V1_SX400_.jpg', 'directors': ['Eugenio Derbez'], 'rating': Decimal('6.9'), 'rank': Decimal('39'), 'running_time_secs': Decimal('6900')}",No se Aceptan Devoluciones
2013,"{'actors': ['Jesse Eisenberg', 'Common', 'Mark Ruffalo'], 'release_date': '2013-05-21T00:00:00Z', 'plot': 'An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.', 'genres': ['Crime', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX400_.jpg', 'directors': ['Louis Leterrier'], 'rating': Decimal('7.3'), 'rank': Decimal('11'), 'running_time_secs': Decimal('6900')}",Now You See Me
2013,"{'actors': ['Tom Cruise', 'Morgan Freeman', 'Andrea Riseborough'], 'release_date': '2013-04-10T00:00:00Z', 'plot': ""A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself."", 'genres': ['Action', 'Adventure', 'Mystery', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQwMDY0MTA4MF5BMl5BanBnXkFtZTcwNzI3MDgxOQ@@._V1_SX400_.jpg', 'directors': ['Joseph Kosinski'], 'rating': Decimal('7'), 'rank': Decimal('50'), 'running_time_secs': Decimal('7440')}",Oblivion
2013,"{'actors': ['Josh Brolin', 'Elizabeth Olsen', 'Samuel L. Jackson'], 'release_date': '2013-10-10T00:00:00Z', 'plot': 'Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked up into solitary confinement for 20 years without reason.', 'genres': ['Action', 'Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5NTEwMzI5OV5BMl5BanBnXkFtZTgwMDQ4ODUwMDE@._V1_SX400_.jpg', 'directors': ['Spike Lee'], 'rank': Decimal('26')}",Oldboy
2013,"{'actors': ['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman'], 'release_date': '2013-03-20T00:00:00Z', 'plot': 'Disgraced former Presidential guard Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack; using his inside knowledge, Banning works with national security to rescue the President from his kidnappers.', 'genres': ['Action', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkxNjIyNjE5OF5BMl5BanBnXkFtZTcwMTI3NzkxOQ@@._V1_SX400_.jpg', 'directors': ['Antoine Fuqua'], 'rating': Decimal('6.4'), 'rank': Decimal('92'), 'running_time_secs': Decimal('7200')}",Olympus Has Fallen
2013,"{'actors': ['James Corden', 'Colm Meaney', 'Mackenzie Crook'], 'release_date': '2013-09-09T00:00:00Z', 'plot': 'The true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night who became a phenomenon after being chosen for -- and ultimately winning -- ""Britain\'s Got Talent"".', 'genres': ['Biography', 'Comedy', 'Music'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU4NzkxMzY2Nl5BMl5BanBnXkFtZTgwMjM5NDYxMDE@._V1_SX400_.jpg', 'directors': ['David Frankel'], 'rating': Decimal('5.2'), 'rank': Decimal('218'), 'running_time_secs': Decimal('6180')}",One Chance
2013,"{'actors': ['Liam Payne', 'Harry Styles', 'Zayn Malik'], 'release_date': '2013-08-20T00:00:00Z', 'plot': ""A look at Niall, Zayn, Liam, Louis, and Harry's meteoric rise to fame, from their humble hometown beginnings and competing on the X-Factor, to conquering the world and performing at London's famed O2 Arena."", 'genres': ['Documentary', 'Music'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5NTIxNzg3Nl5BMl5BanBnXkFtZTcwMzc5MDE0OQ@@._V1_SX400_.jpg', 'directors': ['Morgan Spurlock'], 'rating': Decimal('3.1'), 'rank': Decimal('129'), 'running_time_secs': Decimal('5520')}",One Direction: This Is Us
2013,"{'actors': ['Ryan Gosling', 'Kristin Scott Thomas', 'Vithaya Pansringarm'], 'release_date': '2013-05-22T00:00:00Z', 'plot': ""Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death."", 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMzE5NzcxMTk5NF5BMl5BanBnXkFtZTcwNjE2MDg2OQ@@._V1_SX400_.jpg', 'directors': ['Nicolas Winding Refn'], 'rating': Decimal('6'), 'rank': Decimal('157'), 'running_time_secs': Decimal('5400')}",Only God Forgives
2013,"{'actors': ['James Franco', 'Michelle Williams', 'Rachel Weisz'], 'release_date': '2013-02-14T00:00:00Z', 'plot': 'A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.', 'genres': ['Adventure', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX400_.jpg', 'directors': ['Sam Raimi'], 'rating': Decimal('6.5'), 'rank': Decimal('172'), 'running_time_secs': Decimal('7800')}",Oz the Great and Powerful
2013,"{'actors': ['Idris Elba', 'Charlie Hunnam', 'Rinko Kikuchi'], 'release_date': '2013-07-02T00:00:00Z', 'plot': 'As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.', 'genres': ['Action', 'Adventure', 'Fantasy', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX400_.jpg', 'directors': ['Guillermo del Toro'], 'rating': Decimal('7.5'), 'rank': Decimal('81'), 'running_time_secs': Decimal('7860')}",Pacific Rim
2013,"{'actors': ['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie'], 'release_date': '2013-04-11T00:00:00Z', 'plot': 'A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.', 'genres': ['Comedy', 'Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU0NDE5NTU0OV5BMl5BanBnXkFtZTcwMzI1OTMzOQ@@._V1_SX400_.jpg', 'directors': ['Michael Bay'], 'rating': Decimal('6.5'), 'rank': Decimal('61'), 'running_time_secs': Decimal('7740')}",Pain & Gain
2013,"{'actors': ['Liam Hemsworth', 'Gary Oldman', 'Harrison Ford'], 'release_date': '2013-08-15T00:00:00Z', 'plot': ""An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage."", 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUyNjYwMTYwM15BMl5BanBnXkFtZTcwNDA4NTc2OQ@@._V1_SX400_.jpg', 'directors': ['Robert Luketic'], 'rating': Decimal('4.8'), 'rank': Decimal('254'), 'running_time_secs': Decimal('6360')}",Paranoia
2013,"{'actors': ['Zac Efron', 'Tom Welling', 'Billy Bob Thornton'], 'release_date': '2013-09-01T00:00:00Z', 'plot': ""A recounting of the chaotic events that occurred at Dallas' Parkland Hospital on the day U.S. President John F. Kennedy was assassinated."", 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2NjkwNDE2MF5BMl5BanBnXkFtZTgwNDY5ODIxMDE@._V1_SX400_.jpg', 'directors': ['Peter Landesman'], 'rating': Decimal('5.6'), 'rank': Decimal('208'), 'running_time_secs': Decimal('5580')}",Parkland
2013,"{'actors': ['Logan Lerman', 'Alexandra Daddario', 'Brandon T. Jackson'], 'release_date': '2013-08-07T00:00:00Z', 'plot': 'In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters to find the mythical Golden Fleece while trying to stop an ancient evil from rising.', 'genres': ['Adventure', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUwODUyODI0Nl5BMl5BanBnXkFtZTcwNzAxODY2OQ@@._V1_SX400_.jpg', 'directors': ['Thor Freudenthal'], 'rating': Decimal('6.5'), 'rank': Decimal('85'), 'running_time_secs': Decimal('6360')}",Percy Jackson: Sea of Monsters
2013,"{'actors': ['Carlos Alazraqui', 'Dane Cook', 'Stacy Keach'], 'release_date': '2013-08-05T00:00:00Z', 'plot': 'A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAwODc5NzYzOF5BMl5BanBnXkFtZTcwNTk4MjEzOQ@@._V1_SX400_.jpg', 'directors': ['Klay Hall'], 'rating': Decimal('5.2'), 'rank': Decimal('100'), 'running_time_secs': Decimal('5460')}",Planes
2013,"{'actors': ['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis'], 'release_date': '2013-08-30T00:00:00Z', 'plot': ""When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?"", 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_SX400_.jpg', 'directors': ['Denis Villeneuve'], 'rating': Decimal('8.2'), 'rank': Decimal('3'), 'running_time_secs': Decimal('9180')}",Prisoners
2013,"{'actors': ['Ryan Reynolds', 'Jeff Bridges', 'Mary-Louise Parker'], 'release_date': '2013-07-17T00:00:00Z', 'plot': 'A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him.', 'genres': ['Action', 'Comedy', 'Crime', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM5OTYxNzE5N15BMl5BanBnXkFtZTcwMDU1MTQ4OQ@@._V1_SX400_.jpg', 'directors': ['Robert Schwentke'], 'rating': Decimal('5.4'), 'rank': Decimal('79'), 'running_time_secs': Decimal('5760')}",R.I.P.D.
2013,"{'actors': ['Bruce Willis', 'Helen Mirren', 'John Malkovich'], 'release_date': '2013-07-18T00:00:00Z', 'plot': 'Retired C.I.A. agent Frank Moses reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.', 'genres': ['Action', 'Comedy', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI2ODQ4ODY3Nl5BMl5BanBnXkFtZTcwNTc2NzE1OQ@@._V1_SX400_.jpg', 'directors': ['Dean Parisot'], 'rating': Decimal('7'), 'rank': Decimal('181'), 'running_time_secs': Decimal('6960')}",Red 2
2013,"{'actors': ['Vin Diesel', 'Karl Urban', 'Katee Sackhoff'], 'release_date': '2013-09-04T00:00:00Z', 'plot': ""Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past."", 'genres': ['Action', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk5NzYwMzQ4MV5BMl5BanBnXkFtZTcwMjE5MTI1OQ@@._V1_SX400_.jpg', 'directors': ['David Twohy'], 'rating': Decimal('6.8'), 'rank': Decimal('14'), 'running_time_secs': Decimal('7140')}",Riddick
2013,"{'actors': ['Hailee Steinfeld', 'Douglas Booth', 'Damian Lewis'], 'release_date': '2013-09-24T00:00:00Z', 'plot': 'When the star-crossed lovers of two enemy families meet, forbidden love ensues.', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTA3MjQwOTg4MTheQTJeQWpwZ15BbWU3MDM3NDE0OTk@._V1_SX400_.jpg', 'directors': ['Carlo Carlei'], 'rating': Decimal('5'), 'rank': Decimal('152'), 'running_time_secs': Decimal('7080')}",Romeo and Juliet
2013,"{'actors': ['Ben Affleck', 'Justin Timberlake', 'Gemma Arterton'], 'release_date': '2013-09-25T00:00:00Z', 'plot': 'When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.', 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU5OTA0MjI4Ml5BMl5BanBnXkFtZTgwMTgxOTQwMDE@._V1_SX400_.jpg', 'directors': ['Brad Furman'], 'rating': Decimal('5.4'), 'rank': Decimal('35'), 'running_time_secs': Decimal('5460')}",Runner Runner
2013,"{'actors': ['Daniel Bruhl', 'Chris Hemsworth', 'Olivia Wilde'], 'release_date': '2013-09-02T00:00:00Z', 'plot': 'A re-creation of the merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.', 'genres': ['Action', 'Biography', 'Drama', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@._V1_SX400_.jpg', 'directors': ['Ron Howard'], 'rating': Decimal('8.3'), 'rank': Decimal('2'), 'running_time_secs': Decimal('7380')}",Rush
2013,"{'actors': ['Julianne Hough', 'Josh Duhamel', 'Cobie Smulders'], 'release_date': '2013-02-13T00:00:00Z', 'plot': 'A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.', 'genres': ['Drama', 'Mystery', 'Romance', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg4MzcxODA3OV5BMl5BanBnXkFtZTcwMTYzNDkwOQ@@._V1_SX400_.jpg', 'directors': ['Lasse Hallstrom'], 'rating': Decimal('6.4'), 'rank': Decimal('126'), 'running_time_secs': Decimal('6900')}",Safe Haven
2013,"{'actors': ['Josh Duhamel', 'Dan Fogler', 'Miracle Laurie'], 'release_date': '2013-03-09T00:00:00Z', 'plot': ""Tensions rise between lifelong friends Mitchell and Carter after their truck breaks down on an isolated desert road as they start to attack each other's life decisions with unwavering brutality."", 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAyNjIyOTU0M15BMl5BanBnXkFtZTcwNTUwOTI2OQ@@._V1_SX400_.jpg', 'directors': ['Kevin Goetz', 'Michael Goetz'], 'rating': Decimal('6.3'), 'rank': Decimal('166')}",Scenic Route
2013,"{'actors': ['Rooney Mara', 'Channing Tatum', 'Jude Law'], 'release_date': '2013-02-08T00:00:00Z', 'plot': ""A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects."", 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX400_.jpg', 'directors': ['Steven Soderbergh'], 'rating': Decimal('7.1'), 'rank': Decimal('116'), 'running_time_secs': Decimal('6360')}",Side Effects
2013,"{'actors': ['Chris Pine', 'Zachary Quinto', 'Zoe Saldana'], 'release_date': '2013-05-02T00:00:00Z', 'plot': 'After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction.', 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX400_.jpg', 'directors': ['J.J. Abrams'], 'rating': Decimal('7.9'), 'rank': Decimal('16'), 'running_time_secs': Decimal('7920')}",Star Trek Into Darkness
2013,"{'actors': ['Mia Wasikowska', 'Nicole Kidman', 'Matthew Goode'], 'release_date': '2013-01-20T00:00:00Z', 'plot': ""After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him."", 'genres': ['Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI3MTM5ODI5MV5BMl5BanBnXkFtZTcwMjE1Mzc4OA@@._V1_SX400_.jpg', 'directors': ['Chan-wook Park'], 'rating': Decimal('6.9'), 'rank': Decimal('245'), 'running_time_secs': Decimal('5940')}",Stoker
2013,"{'actors': ['Katie Chang', 'Israel Broussard', 'Emma Watson'], 'release_date': '2013-05-16T00:00:00Z', 'plot': ""Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes."", 'genres': ['Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQzMTgwMzQxN15BMl5BanBnXkFtZTcwOTcwNTY0OQ@@._V1_SX400_.jpg', 'directors': ['Sofia Coppola'], 'rating': Decimal('5.8'), 'rank': Decimal('41'), 'running_time_secs': Decimal('5400')}",The Bling Ring
2013,"{'actors': ['Forest Whitaker', 'Oprah Winfrey', 'John Cusack'], 'release_date': '2013-08-05T00:00:00Z', 'plot': ""As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society."", 'genres': ['Biography', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjM2NDY3MjkyMF5BMl5BanBnXkFtZTcwMDM5Nzg5OQ@@._V1_SX400_.jpg', 'directors': ['Lee Daniels'], 'rating': Decimal('6.6'), 'rank': Decimal('56'), 'running_time_secs': Decimal('7920')}",The Butler
2013,"{'actors': ['Halle Berry', 'Evie Thompson', 'Abigail Breslin'], 'release_date': '2013-03-14T00:00:00Z', 'plot': ""When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life."", 'genres': ['Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjExNDkzNjAwOV5BMl5BanBnXkFtZTcwMDMzMzQwOQ@@._V1_SX400_.jpg', 'directors': ['Brad Anderson'], 'rating': Decimal('6.6'), 'rank': Decimal('115'), 'running_time_secs': Decimal('5640')}",The Call
2013,"{'actors': ['Kevin Zegers', 'Laurence Fishburne', 'Bill Paxton'], 'release_date': '2013-04-26T00:00:00Z', 'plot': 'Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.', 'genres': ['Action', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNzAzNzEzNDA4OF5BMl5BanBnXkFtZTcwOTUwODA3OQ@@._V1_SX400_.jpg', 'directors': ['Jeff Renfroe'], 'rating': Decimal('5.2'), 'rank': Decimal('219'), 'running_time_secs': Decimal('5700')}",The Colony
2013,"{'actors': ['Patrick Wilson', 'Vera Farmiga', 'Ron Livingston'], 'release_date': '2013-06-08T00:00:00Z', 'plot': 'Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.', 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM3NjA1NDMyMV5BMl5BanBnXkFtZTcwMDQzNDMzOQ@@._V1_SX400_.jpg', 'directors': ['James Wan'], 'rating': Decimal('7.7'), 'rank': Decimal('25'), 'running_time_secs': Decimal('6720')}",The Conjuring
2013,"{'actors': ['Brad Pitt', 'Goran Visnjic', 'Michael Fassbender'], 'release_date': '2013-10-25T00:00:00Z', 'plot': 'A lawyer finds himself in over his head when he gets involved in drug trafficking.', 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc3ODk0MTY0N15BMl5BanBnXkFtZTgwOTU2MTEzMDE@._V1_SX400_.jpg', 'directors': ['Ridley Scott'], 'rank': Decimal('155'), 'running_time_secs': Decimal('6660')}",The Counselor
2013,"{'actors': ['Nicolas Cage', 'Ryan Reynolds', 'Emma Stone'], 'release_date': '2013-02-15T00:00:00Z', 'plot': 'After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX400_.jpg', 'directors': ['Kirk De Micco', 'Chris Sanders'], 'rating': Decimal('7.3'), 'rank': Decimal('91'), 'running_time_secs': Decimal('5880')}",The Croods
2013,"{'actors': ['Brit Marling', 'Alexander Skarsgard', 'Ellen Page'], 'release_date': '2013-01-20T00:00:00Z', 'plot': 'An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.', 'genres': ['Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjEyNjQzMzg5Nl5BMl5BanBnXkFtZTcwMjExNzU1OQ@@._V1_SX400_.jpg', 'directors': ['Zal Batmanglij'], 'rating': Decimal('6.9'), 'rank': Decimal('89'), 'running_time_secs': Decimal('6960')}",The East
2013,"{'actors': ['Robert De Niro', 'Michelle Pfeiffer', 'Dianna Agron'], 'release_date': '2013-09-10T00:00:00Z', 'plot': 'The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.', 'genres': ['Action', 'Comedy', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2MzI0MzkyNV5BMl5BanBnXkFtZTcwMjQ2MDM2OQ@@._V1_SX400_.jpg', 'directors': ['Luc Besson'], 'rating': Decimal('6.5'), 'rank': Decimal('15'), 'running_time_secs': Decimal('6660')}",The Family
2013,"{'actors': ['Benedict Cumberbatch', 'Daniel Bruhl', 'Carice van Houten'], 'release_date': '2013-09-05T00:00:00Z', 'plot': ""A dramatic thriller based on real events, THE FIFTH ESTATE reveals the quest to expose the deceptions and corruptions of power that turned an Internet upstart into the 21st century's most fiercely debated organization."", 'genres': ['Biography', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjY1MTY5NTg3M15BMl5BanBnXkFtZTgwMDQyMjgwMDE@._V1_SX400_.jpg', 'directors': ['Bill Condon'], 'rating': Decimal('6.4'), 'rank': Decimal('110'), 'running_time_secs': Decimal('7680')}",The Fifth Estate
